,expID,cell_pear_r
0,502066273,"[-0.0042737541988323302, -0.026470857135354599, 0.017608242398918478, 0.018242756971837859, -0.0071002659413967138, 0.015671702338432569, 0.0036483771574864765, 0.00088724458875982348, 0.031741943127598704, -0.010587782817530035, -0.0066127959861879077, -0.017346168290466216, 0.026898078526273302, 0.0068499468786311192, 0.026173033931411346, -0.01462336602148182, 0.011887603571661794, 0.012984672681657424, -0.0028287681184427874, 0.0038755280009568332, 0.0073004257384461221, 0.0042350168219762591, 0.062193305746652459, -0.0017967095588060293, -0.0048790954856308679, 0.02012893538221773, 3.8191566636711945e-05, 0.018128321099207163, -0.01566141389740865, 0.024711633009828215, 0.028155930110357538, -0.00079948656525649089, 0.019381229117608464, 0.0022902295559613238, 0.012455610107066854, 0.012334113413757073, 0.0068623169831521528, 0.03040117137097938, 0.020558359552884112, 0.0089320566690020003, 0.010755476871301644, 0.0067236811674473108, 0.021519641299906574, 0.019240121300740536, -0.012788106528466424, -0.0024313819442922753, 0.00010970478826689425, 0.019774121792905323, 0.025913327392994977, 0.015681483624417625, 0.011709008167164364, 0.030823587698606991, -0.012535989822923086, 0.0081179788431382759, -0.013093590572290896, 0.0093151906184972752, -0.029316848905922073, 0.019786997536458767, -0.029285903211495951, 0.025199754349395382, -0.0046043305449884418, 0.014276491332819561, 0.0046053779688361787, 0.042219352746363188, 0.032295437193700503, 0.00067505655382449825, -0.011200124293667039, 0.0017881372196063808, -0.010013357173423521, -0.0095301295905132963, -0.013294187975348289, 0.010771208529340671, -0.0016520424212123055, -0.018361322724449937, 0.016669292238583901, -0.0062636424054417356, -0.012080452922834189, 0.012003046088176905, 0.048455122725227368, 0.037507736986667609, 0.0095561165069592245]"
1,506278598,"[0.011891806280332868, -0.02392962600727, 0.0037690698635248284, -0.094231310912456193, 0.1862326957925281, -0.029254116394744588, -0.026894570257439472, 0.061731109114804263, -0.1088614762325756, -0.05291180551955494, -0.0099279689131539315, -0.080649270365509604, -0.10495380668608267, 0.18259648833375905, -0.05023612799676383, 0.11473293096079963, 0.040044637807643821, 0.075680415462122383, -0.081317603700197014, -0.030679461500877026, -0.11016129096190494, -0.0024222381286746197, 0.023993918643741043, 0.040957812900198891, -0.090651318868122679, -0.074976816755430262, -0.0033634460101686905, -0.084662345896234809, 0.18870075328869032, 0.036737262829436464, 0.20047790641986496, 0.14779219249077746, 0.31087007173867975, 0.13706958755231166, -0.011048156516374518, -0.069074981771476987, -0.021898802250996521, 0.052733216870960727, 0.040856612289710721, 0.047802052000154527, -0.075908912688622765, 0.069001617772938159, 0.011325333456181873, -0.065988389165009403, -0.0056586093233702579, 0.047390902660242762, 0.0058550823192813593, -0.035520467692865529, -0.006457301808400975, 0.043240842292934775, -0.15171550703225112, 0.012274007045773805, -0.088517160639956571]"
2,510529677,"[-0.02365189442995751, -0.0038310054742796253, 0.0087571723456917067, -0.013832483209970253, -0.0080189834808027001, 0.038172955401846134, -0.0044320718596316845, 0.012005230504028222, -0.013406992687112112, -0.0061374752313994099, 0.02495663706450231, -0.006447208082130223, -0.010199022136110411, -0.019249362036897186, 0.023750426654218074, 0.0052737560894622077, -0.0089923134663145894, 0.0072708809317426973, -0.0036221565029668883, 0.0063426773999028891, 0.0055756167032390063, 0.040917296631620033, 0.0017948773243481018, -0.012816460391172594, -0.0051964496950043203, 0.011455748082256171, 0.0077582474598803276, -0.010124696385479203, -0.0028414069536247112, -0.006871139394475775, -0.0056804156011576413, 0.06101696650177383, 0.052185845903092068, 0.00012581370849957884, 0.023529018801114902, 0.0078467738212073309, -0.0037672114159645869, 0.010653925920802026, -0.020192558332689941, -0.0056777578749730839, 0.0078878033720670392, 0.0014455301938608581, 0.0025193598564513752, 0.0030547198766352336, -0.0070010809948763235, -0.013405239508738726, 0.0046073949754777003, -0.01560057611509621, 0.0047707764218189409, 0.016561766046167246, -0.030860751385721127, -0.02331259540983583, 0.0018938772567074578, -0.0077760119703448793, -0.0032801933107342832, 0.00091385974095668549, 0.00058620487144711846, -0.003311619565959567, -0.0051009385612474298, -0.014444694507853705, -0.0043422111027626329, -0.0093214621374725377, -0.0027707223256720212, -0.0019936185977825595, -0.0012320823268954257, -0.00806298967607561, 0.049928632877196351, -7.8499577392593354e-05, -0.0038358389243810368, -0.012090713456141031, 0.0039848145192385503, 0.0051619233187177359, 0.0056563185568716083, 0.00073841713423922596, -0.0021820615369361096, 0.0045191538636179009, -0.013568729078743768]"
3,504614224,"[0.01838196208790218, 0.032834517915120973, 0.021849464973647498, -0.014548854535287948, 0.031038210028089843, -0.055085748701036483, 0.045551716496986909, 0.012907862525105718, 0.0095971627027756305, 0.013064297893212992, 0.033876130531221814, 0.0045234414762958166, 0.025693007242304514, 0.044739678892327009, -0.0084815157192124988, 0.019863467224574057, -0.017225922753257423, -0.01121821056739401, -0.0044235304764660022, 0.0051886293290201793, -0.0057926458785359574, 0.037177674164913986, 0.012086351649563863, -0.00087936359959118972, 0.023940566299711412, -0.017572210266143459, 0.0185892892022772, 0.022937416488486302, -0.010899307848845846, -0.017553622104422798, -0.015142686355623665, -0.029648825122134195, 0.059982659878241751, -0.0057554227400981777, 0.0045718219922271045, 0.012183970462374134, -0.015083284595420311, 0.070444060612287307, 0.0052178986008717572, -0.0061926444239613788, -0.00088142814383416449, 0.052751481417133907, 0.047199847275717008, -0.0079640203799471645, 0.033979864307747916, 0.12356616203728533, -0.0075817271884945307, -0.014273248716554989, 0.022419067262849573, -0.02465718947738613, 0.012039131714704429, 0.0075529135187092419, 0.0036942354839735727, -0.021364783385406934, 0.067588642779952107, -0.030546237458249612, 0.0065373380566169162, 0.01786689373734008, 0.13439707653776875, 0.014753614545277008, 0.041761300438639404, 0.016545808030754637, 0.0032065717449675413, 0.024129644092368598, 0.024675857127378138, 0.11140569500760436, 0.0037678521409461132, -0.0079555216369674043, 0.06899378953498489, -0.0049252039373819398, -0.022799654805190563, 0.18129878460538987, -0.030591421617552052, 0.0020431177026662252, -0.0025603112809735908, 0.050788579160991117, -0.0070181989155578021, 0.057655160959400369, 0.001927720062564755, 0.038291505610570799, -0.021339840331719422, 0.019376597555898076, 0.023167994924104145, 0.0037801640901084918, 0.044384024573027973, 0.0056255869268894924, 0.049599283111458656, 0.016141221212569848, 0.034932415613761598, -0.040728888128929525, -0.039075079828121508, 0.1098594528492292, 0.037111683190563301, 0.046497699468470474, -0.059633023193900202, 0.05952301127574787, 0.00070048849950236252, 0.025069410846357942, 0.020510012062905442, 0.031555092512254822, 0.0040299494854219636, -0.015202092781854854, 0.0055867983108346415, -0.010204157792449825, 3.9706187643417686e-05, -0.000230813691542506, 0.01219319850806742, -0.013833078633150796, 0.014986635041506246, 0.037030338718868759, 0.058463355164096752, 0.011468246379694789, 0.054624782543659746, -0.0012829653696895592, 0.0080075194507739228, 0.0094489469948793176, 0.0069405706448057965, 0.074816420542099554, 0.04089037451116604, 0.016502465255247591, 0.0091996493558735917, 0.021540874538472882, 0.028010984651293095, 0.11971746639882795, 0.043321884340989644, -0.0092577173256557788, 0.0028334069937081172, -0.0057810224846146429, 0.0090166544686756701, 0.0052380032199466058, 0.061503834499709989, -0.035960509328203265, -0.0018970991814736271, 0.0065480883327425033, 0.012835704159297053, -0.02329450816438023, 0.0018014667795988851, -0.025007597278069445, 0.017012140056165748, 0.010903033730570864, -0.021065519443500189, 0.0030269029377753215, 0.0028790268714355134, 0.018653627634037405, 0.03701454865691798, 0.020369543650784295, 0.078056030331615095, 0.013545569617164804, -0.0019893444928623708, -0.04950139462099052, 0.0040630813035287261, -0.0030281050733340564, -0.0073703403390017273, -0.0016342354664095667, 0.0035287973753677987, 0.0095368295226892965, -0.0044036627018790298, -0.0159137104211277, 0.01027957958779871, -0.017643485248856717, -0.02450436313405667, 0.031041625520846917, -0.0073458437197311197, -0.0076559392803726665, 0.0036522219976112859, 0.0090947699712685924, -0.0037849265543585726, 0.009421186201042691, 0.019104966468071551, -0.0051111948710468843, -0.0094388146883437555, -0.023299548343362269, -0.015462828109851038, -0.0034478521042700617, 0.019655381654394656, 0.02847304587479926, 0.021214675097202235, 0.012222763865146315, 0.0069963765647138385, -0.0062877149213213948, -0.017406359371361268, -0.0028229245395216744, -0.0050441453849682195, -0.03630326644551609, 0.013304841925405299, 0.028936148124034989, -0.0043759634722664118, 0.00067157790402901866, 0.012840946064149518, -0.013209677620217639, -0.012026277371750008, 0.030287714979068701, -0.0052079904027267998, -0.014537891545224044, -0.011557884044264536, 0.015384934281833582, 0.0023491272953376739, -0.018353904066421959, -0.010784071703828287, 0.035464935155889686, 0.01523662878954412, -0.005920988428768874, 0.00042266661908590405, 0.031497575018288607, -0.013717108635219107, -0.031737749996715338, 0.011277929180245656, -0.0039304474512490807, 0.0023417387100432489, 0.032110729830093367, 0.0057798209919500002, 0.010243393157960417, -0.0073882382004528705, -0.027557650027411115, -0.0070172897120153377, 0.013699198958837701, 0.074645896749476096, 0.00071987341525950538, -0.034866982743267029, 0.059615392787446743, -0.024851359448201556, -0.020288352972267276, 0.020473530578363479, 0.012654093000430631, -0.0064320188315658304, -0.0063431644966888091, -0.042131973699679234, -0.0015987709323081166, 0.027050973456039604, 0.0037188388875880243, 0.0023252353766093849, 0.042005657639301211, 0.024096971984471569, 0.036301579038407077, -0.0071403584335437819, -0.01730070061554187, 0.057429445379924386, 0.0013548006914318263, 0.013887488342412322, 0.011754546954139003, 0.0010391208303464328, 0.016145618300253461, 0.033976840560496789, 0.015780761203579921, 0.0076929744933026695, -0.032735155780666325, -0.028886476436629355, 0.027529393221578904, -0.0043923057473474053, -3.939515060704597e-05, 0.026004235334193833, -0.023344723472686877, 0.0056115106178234921, 0.045447326892113053, 0.0086818427487269385, 0.024236754126942206, -0.029645169874805234, 0.039319998674536102, 0.028296302576117184, 0.041274472867231279, 0.015019179929870499, 0.012524861527537668, -0.0040759107723293683, 0.05014174946567436, -0.018573201582471097, 0.019678371778028201, 0.016682635414957413]"
4,501724959,"[0.017621621796889142, 0.16622084606253035, 0.041960552069735119, 0.094606980689214443, -0.0074041284394330649, -0.040302321013975143, 0.092821837359815251, 0.022589834027673086, 0.021050521713521123, -0.0363199676357348, 0.026337922095607667, -0.039552196213560827, -0.0073354980638057014, 0.084631929053839705, -0.013834532505717092, 0.13489857558960788, 0.042703361399076226, 0.03642728364143543, -0.094252703804039467, 0.0045381166937028278, -0.0040030965512674425, 0.019088037631545846, -0.014215649915735233, 0.0014681064021300162, 0.12271296045971698, -0.014399373880967284, 0.052558237670969253, -0.010680909866708164, -0.023334251582355209, 0.009605041611819869, -0.022045726651615517, 0.049667323792289955, -0.036715349767556853, -0.11809583026061808, 0.079210205315943125, -0.049425646137815901, 0.042048360666365817, 0.20727881446943069, 0.012630892086357509, 0.0035554738959945814, -0.011658623229507843, 0.033882245886537023, 0.11775091626084901, 0.076967316717545531, -0.049167556832157761, 0.034189799611159546, 0.041856555520710798, -0.05164431617277946, -0.017333809080748427, -0.04461073521530011, 0.041900993035470881, -0.021081940522171105, 0.12254306313312749, 0.45116424584113934, 0.059215891353298508, 0.024678658772478625, -0.030721073789476937, 0.017269419242361791, 0.11499501734219217, 0.0028497797808816794, 0.11122508857119373, -0.011657612642908158, 0.0025320777737489965, 0.0084220002204963805, -0.045699325545189212, -0.028901913925392344, -0.023155165832018237, 0.14862940892063467, 0.021921555971532242, 0.13464525322427751, -0.0075734023547219991, 0.021447669211976952, 0.065286542934785197, -0.012774149194957393, 0.026355833827483108, -0.08123994069619056, -0.036454949038200769, -0.054319306309886989, -0.020603194240779221, -0.057574302064902258, 0.005957833758505374, 0.10104603125594873, 0.025671733771514865, 0.089472289374896929, 0.074285657427002674, -0.039983354995256813, 0.067420399467119141, 0.002975617314539263, 0.02557374118060772, 0.052805232700410064, 0.011679286801529378, 0.10279018798972978, 0.034480994285330559, 0.033773892682649451, 0.076319547517954153, 0.11524142514189434, 0.0041812849573431557, 0.068632897532420856, 0.013691789844613474, 0.022066941997706934, -0.015084531911233337, -0.020997566231341632, -0.15150621774744838, -0.090686095220984642, -0.0033658875470544674, 0.08446433606335188, 0.12599212921456227, 0.051416671395762288, 0.042475435752644404, -0.029046820462096581, -0.00078007111646364008, 0.12557884013620155, -0.063599190824389112, 0.0057633262323028107, -0.069555496169105113, 0.037317539019498802, 0.014958076567764727, 0.026818543302196921, 0.040119121678030535, 0.095184135640618298, 0.016351706515036996, -0.013613641289623703, 0.0053623182389227484, 0.011971072145389464, -0.017205150892645637, 0.042822356105428533, -0.057649517232618443, 0.048916271475117797, 0.052958025001240597, -0.024192266312297241, 0.032783480757383743, 0.060474704594158178, -0.047115293431747855, 0.0382581602879625, 0.060598727090466438, 0.079836430230622729, -0.026565497796040016, -0.080545784618677091, -0.037407306479161954, 0.037304475674425262, -0.006093639735710055, 0.0041291227040261991, -0.012452173710249793, 0.034073861796968016, -0.0074787309447791961, 0.06575967348639683, 0.0070538701516645388, 0.026876035050545723, -0.060627569041133561, 0.028657700277721049, -0.03844681382804066, 0.13695549471640112, -0.018420617241353434, 0.031307070364880958, -0.029221324313034907, 0.046087006992312392, 0.0015352036253982976, 0.10590147771866973, 0.1396234293297994, 0.031663368691297218, -0.0043714640400232896, 0.017015663328838745, 0.060339058657678059, -0.018202966261802109, -0.033317151109447364, -0.022488159970598123, 0.042928428621492411, -0.056376482140774523, 0.047719814174560171, 0.096991235457297931, 0.036117195428221061, -0.038114844746435346]"
5,506156402,"[0.057390917637695958, -0.015289338794238059, 0.014293557596795244, 0.066535537581509319, -0.018705968124215329, -0.08788956290524208, 0.072126622702692225, 0.066555818408123843, -0.010558504280778544, 0.15326684236565893, -0.021435325967299034, -0.19497952079719208, 0.03171578382747945, 0.0051045875688081454, 0.045690538011143145, 0.091297147560473607, -0.022032307852795075, 0.017646562807720471, -0.0062007812978950496, -0.022821892719569255, -0.015623345951201522, -0.01544083018404711, -0.03989308461606679, -0.042136778508308437, -0.005636915901351962, 0.019236164693893287, -0.067490844379128029, 0.04392470820891272, -0.0019860937520616833, 0.14144835825862115, 0.0017519353904649989, 0.0013016153746313573, -0.18179897964772787, 0.04938996014330567, 0.011907025385984827, 0.022982507893237282, 0.0094696610456969487, 0.0062843721086047223, 0.030861402200275872, 0.050701701807022, 0.010831019671483323, 0.012622912949000186, 0.028048679363236139, 0.042749753866847033, 0.094145351633285954, -0.070314409768078415, -0.040803625485224204, 0.11288637242351096, 0.015706160553958792, -0.058672386445427042, 0.11666545055186305, 0.011384392709883307, 0.033751106248457029, 0.06792969919270074, 0.14969157272212971, 0.082755699845381933, -0.024364159812096196, 0.045506209416468116, -0.027823544993528595, 0.041891769057569292, 0.073403805002229136, -0.018678262215729179, -0.033150911556281901, -0.017427819694523169, -0.0037894077054722976, 0.081558273715370319, 0.027855375904760088, 0.081702496030557195, -0.017628969458548999, 0.010841540265635694, 0.066819844350133564, 0.049088552536126616, 0.031758590983127041, -0.040972088528532569, -0.024587975845722247, -9.9832950015866636e-05, 0.03023812171980271, -0.017479233160667015, 0.13715176693305536, -0.029199355323875169, 0.00069338459286361986, 0.10561854601033409, 0.0001984458352566316, -0.048629195798126072, -0.035925503258553967, 0.088407505316359075, 0.084206695560700026, 0.10474533973743871, 0.14433394526688545, 0.015424312021562386]"
6,508366303,"[-0.0095634464985986812, 0.0094852717547599594, -0.051613857718462892, -0.0061769216897683988, -0.041141068825809576, -0.0097939033105036537, -0.016674942525833025, -0.011248822495376867, 0.083366298362750169, 0.075641021442067205, 0.01166987120856941, 0.043162247064949047, 0.0046032300206055943, -0.01022900577290238, -0.0086113903876498827, -0.019745887086514969, -0.027665954662719743, 0.020871118809502053, -0.018144335679354535, -0.010723634283166947, 0.039732305643727726, -0.00098320415032575087, 0.010969939020274391, 0.0097874572723512156, 0.027435925842922211, 0.028091913163179306, 0.016877656022302904, -0.018590875125965294, -0.01463541620345012, -0.031210205372096234, -0.0059762022573546644, 0.050160105139912731, -0.085116687455097692, 0.040699931963161899, 0.0083985803401191179, -0.0037213087694820237, -0.011442713010899233, 0.031618769992893161, -0.013829709463117649, 0.0058056059710145328, 0.0084185949651139763, 0.12562789451193571, 0.080713932656511472, 0.02499497808136953, 0.00036235440514538508, 0.036145078290296756, 0.040361875586361, -0.010841190602523341, -0.060504501717661481, 0.018573787342821654, -0.01294131147920634, 0.022898939982811669, -0.019022083080993849, 0.0082999582975842884, -0.0018238372931246333, -0.035076222177953136, -0.024426193381725123, 0.028814368258641743, 0.0028708241104495246, -0.029200269063249375, 0.05590532322391225, 0.14750125566451913, -0.018326608348635535, 0.016516253860242146, 0.082315956607716415, 0.040699007581125116, -0.040809427130107732, 0.03404996847492877, 0.1023669508441233, -0.047080028976978487, 0.016457745762592322, -0.02158222657013029, 0.015923787200121622, -0.027097075771693742, 0.022397876862676774, 0.016820690046247685, 0.071037882746759137, -0.037162943991427333, -0.034099477195740378, 0.01605078462922958, 0.02701054906691697, 0.0096881569266960912, -0.02684072727277316, -0.0039892259890497812, -0.027672555123463033, 0.014455341101826358, 0.025506584049106922, -0.0086376255668538498, 0.060457654685594019, -0.029479764576729708, 0.01672426944200785, 0.010185453717873308, -0.010988182278787572, -0.023062933011518068, 0.026509313617903964, -0.013068781730149954, 0.071885100355765882, 0.0071455367660921377, 0.027370242226651114, -0.014758671457849353, -0.049629639985756542, 0.049998381269547788, -0.017359102305656647, -0.057285619382030244, 0.0089160936674356813, -0.026102049318311765, 0.0024184925741279248, -0.011683795694237938, -4.151106306407633e-05, -0.033447461848920459, 0.033352249026886396, 0.011180057718456348, -0.020439956369201536, 0.030057020088673291, 0.0017004758484517215, -0.06751146140598395, -0.0042972941950166705, 0.078396893796913183, -0.0073879403285950886, 0.010213519687196892, 0.091904647931094249, -0.019960230777412893, 0.014150781559968831, -0.028852736876402562, -0.024655422633863625, -0.0096604325577024103, -0.011743483136386517, -0.01753154723461868, 0.19857281824918768, 0.023864337584790833, -0.013947674485125657, 0.0057808257847922666, 0.015364248695264197, -0.052383527898115088, -0.034023108920643343, -0.086178923616220274, 0.045140367449425185, 0.052623333404260952, -0.043228229524638694, 0.00099824016014725728, 0.0099824369550816899]"
7,510093797,"[-0.038076402541522808, 0.051928342675177659, 0.08500858486415408, 0.071184752059358675, 0.020663667557218886, 0.028870980634018717, 0.15368590614930633, 0.0017634750865255897, -0.0081798550482434246, -0.084076025631004081, -0.016784426113368934, 0.12872560583542661, -0.047138233890299024, -0.06003930410896921, 0.014835481844519894, 0.0036029931090917457, -0.018168326866957581, 0.0854366884647009, 0.040298567678983412, 0.017354498324369586, 0.0567843405133883, 0.086518426776158161, 0.080279462622954295, 0.25208858134970363, 0.14367522000840516, 0.023066708326145751, 0.055849003497432874, -0.0066400580241085501, -0.070840943721015084, 0.035835361254172728, -0.021517378375279426, -0.10836982525114743, 0.10653250904523814, -0.067596011314073237, 0.0071384562693098137, 0.066590748590935778, 0.024291747310410221, 0.043910996435351603, 0.002861662920286852, -0.044608633447223787, 0.026022234983392262, 0.029717428519147767, 0.13820359899242166, 0.098015008975425671, 0.15156932298688913, 0.045883006040413635, 0.098209354557143594, 0.039759292736091342, 0.025392103180255924, -0.037461769709959729, 0.0084533948544511118, -0.054095201102018035, 0.037158184888744041, 0.11621295657564429, 0.063800885489168777, -0.0059108392796386883, 0.048655332331801616, 0.06625690639500352, 0.028676110899225938, -0.021721899016810139, 0.22092744130451059, 0.066240504879540099, -0.0016297240743069932, 0.020099918846683128, 0.061463718609090973, 0.010322522080867175, 0.071456590283060825, -0.04346137101733643, 0.013304719449152491, -0.034788466328949871, -0.063626535429842354, 0.047769892689505433, -0.034697177103707198, -0.047676787223696969, 0.12042151638834528]"
8,507990552,"[0.10131002035190724, -0.043442637845145876, 0.085483126650915356, -0.02245989808598001, 0.013807607829027345, 0.10115877593149206, 0.043704711167176689, -0.015472692437172957, -0.0061551058421118379, -0.026711020086224575, -0.029350576314128518, -0.0036760297526128708, 0.036652031244209633, 0.020472358113276364, 0.0063531194994964893, 0.010220907842977371, 0.0045063608056481602, 0.0026835974421146012, -0.060407838704529079, 0.016594981670369439, -0.0063116094467659057, -0.04875807949302946, -0.024438686171333612, 0.070537654314506579, 0.047749944092203234, -0.05233387095443278, 0.019731790216134391, -0.099285648848693384, -0.023424395034342269, -0.10159689915687554, 0.021917661851545457, -0.083957450306753834, -0.081803003782950315, -0.015170009188414602, 0.0017413373030720919, -0.014331627986044116, -0.014170572346776036, -0.025039512342060449, 0.20571724889326662, 0.0051287175487862782, 0.078971590817647944, 0.024389708197488907, -0.022898433158726635, -0.044184922470445982, 0.011352650497174755, 0.01107366294790112, -0.017944983898259277, 0.036237218941476572, -0.016685092773968711, 0.0035837271764440656, -0.008971467640432787, 0.024685157990164477, -0.016639184084300682, -0.0030182749126291234, -0.052856366385840049, -0.012542557668455145, -0.0032600878471623364, 0.0036921205328076748, 0.012849454265727422, 0.081230750077701058, -0.041902643171698971, 0.0010995562005142571, -0.028986226247727086, 0.072309438559204867, 0.054841190632060451, 0.014925143785667522, 0.0076626119576970473, -0.025443103241121149, 0.012744160652070517, 0.029369631267934643, -0.023012951171270616, 0.03503564974881767, 0.024314985281922847, -0.0097625218746203654, 0.051596971907119621, -0.040567668695949133, -0.0090198388067295188, -0.037085438261924474, 0.015808876620082079, 0.090348511752916416, -0.012137643944755899, -0.01199946874620034, 0.017362024154631804, -0.085579782988195657, 0.019524910441719633, -0.0031264398924460025, 0.0076142328581745933, 0.021548722186536001, -0.049383293941487605, 0.040229836379500623, -0.016062297575818774, 0.0054389935109558181, 0.10717299959761417, 0.0016049840348406196, -0.02042193628004825, -0.018367009188888506, -0.18072411208493344, 0.0086518268004436242, 0.011488325399622336, 0.0013029760990068719, 0.0087895387970752872, -0.013270095495891783, 0.050034277002034853, 0.022780886293466009, -0.01752087072308247, 0.056058126601689885, -0.015337691820237932, -0.063510895744004703, -0.0068777124263786826, 0.026350638055241113, 0.15337754760577851, -0.18935540475481369, 0.038044241024974716, -0.0084015603478959974, 0.0064123751138226949, -0.040476916773538998, 0.0055904655353420435, -0.027015558463468516, 0.017832236242767203, -0.062378277935040922, -0.011633968963629508, 0.013622644825583776, -0.0037479830026797287, -0.012468365172484489, 0.0206134254980085, 0.0078041114840587339, 0.017149767301299208, 0.011379613590829051, 0.0030766576625999723, -0.0067197080732323789, 0.0044012260594081662, -0.022116812160409446, -0.0026330450650802278, 0.025015931213680828, 0.081746551922334459, 0.01779456597968071, 0.0045819102104268632, 0.053956739032162235, 0.04223973313554668, -0.028833215612601791, 0.020405694789412177, -0.031984192565275481, -0.03206648274651256, 0.0099941423349130774, -0.0019063287209284347, -0.016981704542480207, -0.026000179246926599, 0.021640242931293699, 0.0076425384558383167, 0.025931082629254282, -0.041930361467816681, 0.078086185102610853, 0.014825861236406579, 0.021830623318954079, -0.028044616488585972, 0.025564628451252413, -0.0057915016365190503, 0.0043004452119379021, -0.17009176922508909, -0.019066369026996464, 0.03868855755833616, 0.0065403232299057054, -0.021632533092949657, -0.031709419904568249, -0.021553940290541231, -0.019519555641648985, -0.014434064316239665, -0.050256128030554709, 0.094190426108682196, 0.003012175608664824, 0.0014365974539158367, 0.019720966133924593, -0.014587513701347655, 0.023357943265545494, -0.018603290783739273, 0.003706765942875606, 0.13949048481456086, -0.013442041455115203, -0.014952551377277771, 0.086076040690215891, 0.028804673895155199, 0.063363424514036204, -0.04245008024473744, -0.031828664298702153, 0.040144858639704177, -0.012320163844958336, 0.008395711967265608, -0.022085143764635978, -0.0059091976069290814, 0.034729786284973183, -0.011104918970861138, 0.024723920565428329, -0.00368103837159713, 0.054290669891896605, -0.013961424173344743, -0.053594780462691234, 0.0069563317519644695, 0.15531161727053638, 0.0077244803880530252, 0.022154690864681085, -0.0035753697424571649, -0.021613325426614077, -0.032749645596614516, 0.018713408109478417, 0.00021280623792161346, -0.1336794693253654, 0.019735061750307963, 0.033541895534165762, -0.056837992625612552, -0.0084033620601633718, -0.033428335211588792, -0.01521249918615108, -0.015656300956968024, 0.0080394295196298121, 0.057685607270068134, 0.02205022233753768, -0.099082328692558827, -0.043710913039772252, 0.018387503618554069, -0.0094399975043266207, 0.0085361785006698374, -0.017876333480687265, 0.04374851504651614, -0.08446651193561977, -0.034157978415925182, 0.00095850397085271244, 0.011531365704791782, -0.0080805691238808406, -0.015222822700747849, -0.2123131115953881, -0.018803484017123832, -0.088007642194643201, -0.054498523311735242, -0.01374933573198822, -0.014759276944687847, -0.031569895826352383, -0.042261056220554219, 0.024445759597888264, -0.015137309986690562, 0.028565152388713631, -0.028453921563443792, 0.016119666095407176, -0.042748356872718003, -0.010848841899158664, -0.023917030807408982, 0.027114879370410589, 0.01477446496250953, 0.016384805354003489, -0.033219488675454406, -0.0047323803512358282, -0.019550087592146423, 0.2603673060534642]"
